species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
geraniums and cranesbills,Geranium,geraniums and cranesbills,Plantae,47701
wild and domestic radishes,Raphanus raphanistrum sativus,garden radish,Plantae,995125
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
blackwood,Acacia melanoxylon,blackwood,Plantae,53344
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
leathery grapefern,Sceptridium multifidum,leathery grapefern,Plantae,78990
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
coast oak,Quercus parvula,coast oak,Plantae,78808
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Austrália,Acacia melanoxylon,blackwood,Plantae,53344
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Blue Dicks,Dipterostemon capitatus,Blue Dicks,Plantae,1196784
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
Cut-leaved crane's-bill,Geranium dissectum,Cut-leaved crane's-bill,Plantae,53075
calla lily,Zantedeschia aethiopica,calla lily,Plantae,56006
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
calla lily,Zantedeschia aethiopica,calla lily,Plantae,56006
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
western lady fern,Athyrium filix-femina cyclosorum,western lady fern,Plantae,61002
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
common Douglas-fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
Pacific Wax myrtle,Morella californica,Pacific Wax myrtle,Plantae,61039
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
Sun Cup,Taraxia ovata,Sun Cup,Plantae,68182
Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687
milkmaids,Cardamine californica,milkmaids,Plantae,49651
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
coast live oak,Quercus agrifolia,coast live oak,Plantae,47850
Sun Cup,Taraxia ovata,Sun Cup,Plantae,68182
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Common Vetch,Vicia sativa,Common Vetch,Plantae,53324
white ramping-fumitory,Fumaria capreolata,white ramping-fumitory,Plantae,57852
Western Star Flower,Lysimachia latifolia,Western Starflower,Plantae,496537
checker lily,Fritillaria affinis,checker lily,Plantae,50618
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
milkmaids,Cardamine californica,milkmaids,Plantae,49651
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
California fetid adderstongue,Scoliopus bigelovii,California fetid adderstongue,Plantae,48990
star-flowered lily-of-the-valley,Maianthemum stellatum,star-flowered lily-of-the-valley,Plantae,53268
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Hairy brackenfern,Pteridium aquilinum pubescens,Hairy brackenfern,Plantae,52684
wild and domestic radishes,Raphanus raphanistrum sativus,garden radish,Plantae,995125
wild and domestic radishes,Raphanus raphanistrum sativus,garden radish,Plantae,995125
Sun Cup,Taraxia ovata,Sun Cup,Plantae,68182
Sun Cup,Taraxia ovata,Sun Cup,Plantae,68182
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
coast live oak,Quercus agrifolia,coast live oak,Plantae,47850
Common Vetch,Vicia sativa,Common Vetch,Plantae,53324
Mexican Fleabane,Erigeron karvinskianus,Mexican Fleabane,Plantae,76923
Spring starflower,Ipheion uniflorum,Spring starflower,Plantae,77493
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
Rosy sandcrocus,Romulea rosea,Rosy sandcrocus,Plantae,68896
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
milkmaids,Cardamine californica,milkmaids,Plantae,49651
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Blue Dicks,Dipterostemon capitatus,Blue Dicks,Plantae,1196784
hairy bittercress,Cardamine hirsuta,hairy bittercress,Plantae,55829
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Sun Cup,Taraxia ovata,Sun Cup,Plantae,68182
Gray's anemone,Anemonoides grayi,Gray's anemone,Plantae,950609
mountain sweet cicely,Osmorhiza berteroi,mountain sweet cicely,Plantae,53166
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
beaked hazelnut,Corylus cornuta,beaked hazelnut,Plantae,53374
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Hooker's fairybells,Prosartes hookeri,Hooker's fairybells,Plantae,51071
rayless arnica,Arnica discoidea,rayless arnica,Plantae,52851
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
Western Star Flower,Lysimachia latifolia,Western Starflower,Plantae,496537
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
California poppy,Eschscholzia californica,California poppy,Plantae,48225
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
seaside daisy,Erigeron glaucus,seaside daisy,Plantae,50878
Buckbrush,Ceanothus cuneatus,Buckbrush,Plantae,49673
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
coast live oak,Quercus agrifolia,coast live oak,Plantae,47850
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
western azalea,Rhododendron occidentale,western azalea,Plantae,60527
Brittleleaf Manzanita,Arctostaphylos crustacea,Brittleleaf Manzanita,Plantae,75507
Gray's anemone,Anemonoides grayi,Gray's anemone,Plantae,950609
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
blueblossom,Ceanothus thyrsiflorus,blueblossom,Plantae,56617
French broom,Genista monspessulana,French broom,Plantae,53403
California poppy,Eschscholzia californica,California poppy,Plantae,48225
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Broad-leafed Helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Broad-leafed Helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
striped treasureflower,Gazania linearis,Wedding Treasureflower,Plantae,56951
coast oak,Quercus parvula,coast oak,Plantae,78808
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
common Douglas-fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
giant chain fern,Woodwardia fimbriata,giant chain fern,Plantae,52685
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
Spring starflower,Ipheion uniflorum,Spring starflower,Plantae,77493
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Polystichum munitum,Polystichum munitum,western sword fern,Plantae,47751
Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687
California poppy,Eschscholzia californica,California poppy,Plantae,48225
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Dryopteris arguta,Dryopteris arguta,coastal woodfern,Plantae,52671
bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
Spotted medick,Medicago arabica,Spotted medick,Plantae,61012
Kupkówka pospolita,Dactylis glomerata,orchard grass,Plantae,52720
海綠,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
Mediterranean spurge,Euphorbia characias,Mediterranean spurge,Plantae,181594
Sun Cup,Taraxia ovata,Sun Cup,Plantae,68182
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Common star lily,Toxicoscordion fremontii,Fremont's Death Camas,Plantae,49649
Pride of Madeira,Echium candicans,Pride of Madeira,Plantae,57723
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Rosy sandcrocus,Romulea rosea,Rosy sandcrocus,Plantae,68896
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
checker lily,Fritillaria affinis,checker lily,Plantae,50618
French broom,Genista monspessulana,French broom,Plantae,53403
Shepherd's-needle,Scandix pecten-veneris,Shepherd's-needle,Plantae,56843
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Narrow-leaved clover,Trifolium angustifolium,Narrow-leaved clover,Plantae,69939
eggleaf spurge,Euphorbia oblongata,eggleaf spurge,Plantae,77117
California poppy,Eschscholzia californica,California poppy,Plantae,48225
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Hummingbird Sage,Salvia spathacea,Hummingbird Sage,Plantae,64133
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
milkmaids,Cardamine californica,milkmaids,Plantae,49651
California poppy,Eschscholzia californica,California poppy,Plantae,48225
common Douglas-fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
pineapple-weed,Matricaria discoidea,pineapple-weed,Plantae,52992
Three-cornered garlic,Allium triquetrum,Three-cornered garlic,Plantae,55505
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
leathery grapefern,Sceptridium multifidum,leathery grapefern,Plantae,78990
dwarf orthocarpus,Triphysaria pusilla,dwarf owl's-clover,Plantae,57276
Trifolium angustifolium,Trifolium angustifolium,Narrow-leaved clover,Plantae,69939
Santa Barbara daisy,Erigeron karvinskianus,Mexican Fleabane,Plantae,76923
lady fern,Athyrium filix-femina,lady fern,Plantae,52669
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
California bay,Umbellularia californica,California bay,Plantae,48807
Pride of Madeira,Echium candicans,Pride of Madeira,Plantae,57723
tidy tips,Layia platyglossa,tidy tips,Plantae,50876
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
bristly oxtongue,Helminthotheca echioides,bristly oxtongue,Plantae,61906
Little-Robin,Geranium purpureum,Little-Robin,Plantae,57643
coastal bush lupine,Lupinus arboreus,coastal bush lupine,Plantae,61010
tidy tips,Layia platyglossa,tidy tips,Plantae,50876
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
seaside daisy,Erigeron glaucus,seaside daisy,Plantae,50878
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
reddish tufted vetch,Vicia benghalensis,reddish tufted vetch,Plantae,53333
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
California poppy,Eschscholzia californica,California poppy,Plantae,48225
Field madder,Sherardia arvensis,Field madder,Plantae,47691
Cut-leaved crane's-bill,Geranium dissectum,Cut-leaved crane's-bill,Plantae,53075
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Petty Spurge,Euphorbia peplus,Petty Spurge,Plantae,57036
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
sticky snakeroot,Ageratina adenophora,Crofton Weed,Plantae,64114
Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687
Denseflower Indian Paintbrush,Castilleja densiflora,dense-flowered owl's-clover,Plantae,55508
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
Prostrate Capeweed,Arctotheca prostrata,Prostrate Capeweed,Plantae,75549
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
western Solomon's plume,Maianthemum racemosum amplexicaule,western Solomon's plume,Plantae,53012
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
western lady fern,Athyrium filix-femina cyclosorum,western lady fern,Plantae,61002
western lady fern,Athyrium filix-femina cyclosorum,western lady fern,Plantae,61002
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
French broom,Genista monspessulana,French broom,Plantae,53403
bondböna,Vicia faba,fava bean,Plantae,57309
Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169
musk stork's-bill,Erodium moschatum,musk stork's-bill,Plantae,57092
hairy vetch,Vicia villosa,hairy vetch,Plantae,57317
fava bean,Vicia faba,fava bean,Plantae,57309
fava bean,Vicia faba,fava bean,Plantae,57309
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
eggleaf spurge,Euphorbia oblongata,eggleaf spurge,Plantae,77117
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Prostrate Capeweed,Arctotheca prostrata,Prostrate Capeweed,Plantae,75549
fava bean,Vicia faba,fava bean,Plantae,57309
Rose Clover,Trifolium hirtum,Rose Clover,Plantae,57078
Cardo común,Cirsium vulgare,Bull Thistle,Plantae,52989
Mexican Fleabane,Erigeron karvinskianus,Mexican Fleabane,Plantae,76923
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
red baneberry,Actaea rubra,red baneberry,Plantae,49870
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
California bay,Umbellularia californica,California bay,Plantae,48807
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
Dryopteris arguta,Dryopteris arguta,coastal woodfern,Plantae,52671
